horodatage;code_http;duree_ms;serveur
2026-09-18T15:58:57.807;000;2000;?
2026-09-18T15:58:57.845;000;2000;?
2026-09-18T15:58:57.900;000;2000;?
2026-09-18T15:58:57.945;000;2000;?
2026-09-18T15:58:58.000;000;2000;?
2026-09-18T15:58:58.046;000;2000;?
2026-09-18T15:58:58.122;000;2000;?
2026-09-18T15:58:58.177;000;2000;?
2026-09-18T15:58:58.236;000;2000;?
2026-09-18T15:58:58.294;000;2000;?
2026-09-18T15:58:58.343;000;2000;?
2026-09-18T15:58:58.401;000;2000;?
2026-09-18T15:58:58.464;000;2000;?
2026-09-18T15:58:58.523;000;2000;?
2026-09-18T15:58:58.582;000;2000;?
2026-09-18T15:58:58.639;000;2000;?
2026-09-18T15:58:58.686;000;2000;?
2026-09-18T15:58:58.742;000;2000;?
2026-09-18T15:58:58.786;000;2000;?
2026-09-18T15:58:58.838;000;2000;?
2026-09-18T15:58:58.892;000;2000;?
2026-09-18T15:58:58.948;000;2000;?
2026-09-18T15:58:58.999;000;2000;?
2026-09-18T15:58:59.056;000;2000;?
2026-09-18T15:58:59.103;000;2000;?
2026-09-18T15:58:59.161;000;2000;?
2026-09-18T15:58:59.217;000;2000;?
2026-09-18T15:58:59.270;000;2000;?
2026-09-18T15:58:59.341;000;2000;?
2026-09-18T15:58:59.397;000;2000;?
2026-09-18T15:58:59.451;000;2000;?
2026-09-18T15:58:59.491;000;2000;?
2026-09-18T15:58:59.554;000;2000;?
2026-09-18T15:58:59.620;000;2000;?
2026-09-18T15:58:59.686;000;2000;?
2026-09-18T15:58:59.745;000;2000;?
2026-09-18T15:58:59.812;000;2000;?
2026-09-18T15:58:59.871;000;2000;?
2026-09-18T15:58:59.956;000;2000;?
2026-09-18T15:59:00.025;000;2000;?
2026-09-18T15:59:00.105;000;2000;?
2026-09-18T15:59:00.183;000;2000;?
2026-09-18T15:59:00.244;000;2000;?
2026-09-18T15:59:00.313;000;2000;?
2026-09-18T15:59:00.384;000;2000;?
2026-09-18T15:59:00.452;000;2000;?
2026-09-18T15:59:00.524;000;2000;?
2026-09-18T15:59:00.581;000;2000;?
2026-09-18T15:59:00.640;000;2000;?
2026-09-18T15:59:00.687;000;2000;?
2026-09-18T15:59:00.749;000;2000;?
2026-09-18T15:59:00.808;000;2000;?
2026-09-18T15:59:00.869;000;2000;?
2026-09-18T15:59:00.923;000;2000;?
2026-09-18T15:59:00.972;000;2000;?
2026-09-18T15:59:01.028;000;2000;?
2026-09-18T15:59:01.078;000;2000;?
2026-09-18T15:59:01.147;000;2000;?
2026-09-18T15:59:01.205;000;2000;?
2026-09-18T15:59:01.268;000;2000;?
2026-09-18T15:59:01.325;000;2000;?
2026-09-18T15:59:01.390;000;2000;?
2026-09-18T15:59:01.439;000;2000;?
2026-09-18T15:59:01.480;000;2000;?
2026-09-18T15:59:01.520;000;2000;?
2026-09-18T15:59:01.572;000;2000;?
2026-09-18T15:59:01.639;000;2000;?
2026-09-18T15:59:01.700;000;2000;?
2026-09-18T15:59:01.760;000;2000;?
2026-09-18T15:59:01.809;000;2000;?
2026-09-18T15:59:01.872;000;2000;?
2026-09-18T15:59:01.939;000;2000;?
2026-09-18T15:59:02.000;000;2000;?
2026-09-18T15:59:02.060;000;2000;?
2026-09-18T15:59:02.109;000;2000;?
2026-09-18T15:59:02.171;000;2000;?
2026-09-18T15:59:02.238;000;2000;?
2026-09-18T15:59:02.300;000;2000;?
2026-09-18T15:59:02.359;000;2000;?
2026-09-18T15:59:02.406;000;2000;?
2026-09-18T15:59:02.464;000;2000;?
2026-09-18T15:59:02.513;000;2000;?
2026-09-18T15:59:02.571;000;2000;?
2026-09-18T15:59:02.630;000;2000;?
2026-09-18T15:59:02.690;000;2000;?
2026-09-18T15:59:02.735;000;2000;?
2026-09-18T15:59:02.791;000;2000;?
2026-09-18T15:59:02.828;000;2000;?
2026-09-18T15:59:02.866;000;2000;?
2026-09-18T15:59:02.926;000;2000;?
2026-09-18T15:59:02.967;000;2000;?
2026-09-18T15:59:03.013;000;2000;?
2026-09-18T15:59:03.074;000;2000;?
2026-09-18T15:59:03.133;000;2000;?
2026-09-18T15:59:03.180;000;2000;?
2026-09-18T15:59:03.243;000;2000;?
2026-09-18T15:59:03.303;000;2000;?
2026-09-18T15:59:03.368;000;2000;?
2026-09-18T15:59:03.424;000;2000;?
2026-09-18T15:59:03.486;000;2000;?
2026-09-18T15:59:03.546;000;2000;?
2026-09-18T15:59:03.589;000;2000;?
2026-09-18T15:59:03.637;000;2000;?
2026-09-18T15:59:03.677;000;2000;?
2026-09-18T15:59:03.739;000;2000;?
2026-09-18T15:59:03.800;000;2000;?
2026-09-18T15:59:03.846;000;2000;?
2026-09-18T15:59:03.904;000;2000;?
2026-09-18T15:59:03.962;000;2000;?
2026-09-18T15:59:04.008;000;2000;?
2026-09-18T15:59:04.067;000;2000;?
2026-09-18T15:59:04.128;000;2000;?
2026-09-18T15:59:04.195;000;2000;?
2026-09-18T15:59:04.255;000;2000;?
2026-09-18T15:59:04.317;000;2000;?
2026-09-18T15:59:04.383;000;2000;?
2026-09-18T15:59:04.445;000;2000;?
2026-09-18T15:59:04.506;000;2000;?
2026-09-18T15:59:04.573;000;2000;?
2026-09-18T15:59:04.633;000;2000;?
2026-09-18T15:59:04.687;000;2000;?
2026-09-18T15:59:04.731;000;2000;?
2026-09-18T15:59:04.789;000;2000;?
2026-09-18T15:59:04.855;000;2000;?
2026-09-18T15:59:04.912;000;2000;?
2026-09-18T15:59:04.976;000;2000;?
2026-09-18T15:59:05.040;000;2000;?
2026-09-18T15:59:05.104;000;2000;?
2026-09-18T15:59:05.168;000;2000;?
2026-09-18T15:59:05.233;000;2000;?
2026-09-18T15:59:05.298;000;2000;?
2026-09-18T15:59:05.381;000;2000;?
2026-09-18T15:59:05.466;000;2000;?
2026-09-18T15:59:05.524;000;2000;?
2026-09-18T15:59:05.568;000;2000;?
2026-09-18T15:59:05.628;000;2000;?
2026-09-18T15:59:05.697;000;2000;?
2026-09-18T15:59:05.769;000;2000;?
2026-09-18T15:59:05.841;000;2000;?
2026-09-18T15:59:05.903;000;2000;?
2026-09-18T15:59:05.960;000;2000;?
2026-09-18T15:59:06.020;000;2000;?
2026-09-18T15:59:06.078;000;2000;?
2026-09-18T15:59:06.122;000;2000;?
2026-09-18T15:59:06.174;000;2000;?
2026-09-18T15:59:06.215;000;2000;?
2026-09-18T15:59:06.267;000;2000;?
2026-09-18T15:59:06.306;000;2000;?
2026-09-18T15:59:06.352;000;2000;?
